VideoName,ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
00012.mp4,1,23,A,2,2,1,620,350,649,309,553,351,9,X
00012.mp4,2,64,A,2,2,1,510,247,616,329,620,544,3,X
00012.mp4,3,72,A,2,2,2,470,355,612,314,618,535,7,X
00012.mp4,4,139,A,2,2,1,485,457,697,274,716,535,8,X
00012.mp4,5,165,A,2,2,2,497,250,549,318,573,508,7,X
00012.mp4,6,184,A,2,2,1,450,300,280,230,549,505,4,X
00012.mp4,7,192,A,2,1,2,467,397,563,306,484,479,2,X
00012.mp4,8,217,A,2,1,2,705,122,610,279,628,507,4,X
00012.mp4,9,225,B,2,2,1,735,172,639,517,280,230,7,X
00012.mp4,10,256,A,2,1,1,572,282,638,294,791,555,4,X
00012.mp4,11,263,A,2,2,2,505,310,280,230,856,598,1,B
00013.mp4,1,13,A,2,1,2,672,260,634,321,722,496,8,X
00013.mp4,2,29,A,2,2,1,710,315,280,230,722,496,4,X
00013.mp4,3,54,A,2,1,1,472,362,545,351,610,481,2,X
00013.mp4,4,69,A,2,1,1,440,360,600,341,584,495,1,B
00014.mp4,1,7,A,2,1,1,595,367,649,426,539,586,2,X
00014.mp4,2,13,A,2,1,2,710,277,647,426,537,587,6,X
00014.mp4,3,56,A,2,2,2,655,415,280,230,445,650,2,X
00014.mp4,4,61,A,2,2,2,655,415,280,230,431,662,7,X
00014.mp4,5,75,A,2,2,2,457,347,280,230,451,640,4,X
00014.mp4,6,91,A,2,1,2,485,375,651,416,504,630,1,X
00014.mp4,7,109,A,2,2,1,630,420,567,418,571,579,8,X
00014.mp4,8,119,A,2,2,1,435,450,588,414,537,568,8,X
00014.mp4,9,143,A,2,2,1,685,157,280,230,604,556,2,X
00014.mp4,10,160,B,2,2,2,780,370,724,588,280,230,3,X
00014.mp4,11,203,A,2,2,1,682,345,626,426,691,584,8,X
00014.mp4,12,212,A,2,2,1,702,432,643,414,679,548,3,X
00014.mp4,13,244,A,2,2,1,552,60,280,230,636,556,3,X
00014.mp4,14,262,A,2,1,1,495,292,569,377,663,560,5,X
00014.mp4,15,282,A,2,2,1,352,587,280,230,504,583,1,X
00014.mp4,16,287,A,2,2,2,345,605,280,230,506,583,8,X
00014.mp4,17,301,A,2,2,1,345,602,280,230,459,565,5,X
00014.mp4,18,309,A,2,2,2,345,615,602,428,461,567,6,X
00014.mp4,19,314,A,2,2,1,337,620,608,434,457,567,6,X
00014.mp4,20,320,A,2,1,1,330,620,602,436,443,565,5,A
00015.mp4,1,7,A,2,1,2,615,392,585,362,443,565,2,X
00015.mp4,2,29,A,2,2,2,567,320,577,373,443,565,4,X
00015.mp4,3,66,A,2,2,1,632,367,673,361,803,548,1,X
00015.mp4,4,71,B,2,1,2,627,370,809,552,280,230,5,X
00015.mp4,5,101,A,2,1,1,775,385,280,230,280,230,5,X
00015.mp4,6,187,A,2,2,1,622,370,620,366,280,230,7,X
00015.mp4,7,194,A,2,1,2,512,357,280,230,280,230,4,X
00015.mp4,8,222,A,2,2,2,610,372,594,371,402,547,8,X
00015.mp4,9,229,A,2,2,2,585,370,586,373,386,553,1,X
00015.mp4,10,237,A,2,2,1,325,460,622,397,380,523,9,X
00015.mp4,11,244,B,2,2,2,1010,360,396,523,280,230,3,X
00015.mp4,12,272,A,2,2,1,495,320,618,353,280,230,2,X
00015.mp4,13,284,A,2,1,2,1205,302,280,230,280,230,5,X
00015.mp4,14,329,A,2,2,1,990,380,616,365,280,230,5,X
00015.mp4,15,338,A,2,2,1,985,370,630,362,280,230,5,B
00016.mp4,1,42,A,2,2,2,625,397,728,416,632,556,4,X
00016.mp4,2,63,A,2,2,1,700,367,634,438,638,563,2,X
00016.mp4,3,76,A,2,1,2,742,350,632,436,653,555,2,X
00016.mp4,4,83,A,2,1,2,757,400,632,428,645,563,9,X
00016.mp4,5,116,A,2,2,2,567,442,616,422,553,575,4,X
00016.mp4,6,131,A,2,2,2,552,675,608,426,526,600,4,X
00016.mp4,7,143,A,2,2,2,565,672,614,426,522,642,4,X
00016.mp4,8,154,A,2,2,2,552,672,614,425,514,642,4,A
00017.mp4,1,34,A,2,2,1,667,267,636,327,722,504,3,X
00017.mp4,2,45,A,2,2,1,680,285,280,230,724,487,5,X
00017.mp4,3,53,A,2,2,2,682,355,657,310,724,487,5,X
00017.mp4,4,87,A,2,2,2,715,140,632,301,677,516,1,X
00017.mp4,5,102,A,2,2,2,750,335,647,299,689,559,4,X
00017.mp4,6,129,A,2,2,2,790,247,681,306,679,532,3,X
00017.mp4,7,142,A,2,2,2,790,370,683,305,679,532,5,X
00017.mp4,8,166,A,2,2,2,805,305,697,330,724,478,4,X
00017.mp4,9,183,B,2,2,2,822,275,740,491,280,230,3,X
00017.mp4,10,193,A,2,2,1,820,370,726,341,280,230,6,X
00017.mp4,11,251,A,2,2,2,657,420,761,272,742,536,8,X
00017.mp4,12,275,A,2,1,1,712,255,694,321,700,507,1,X
00017.mp4,13,296,A,2,2,1,547,187,647,318,659,508,9,X
00017.mp4,14,312,A,2,1,1,465,397,602,309,522,587,2,X
00017.mp4,15,339,A,2,2,2,555,75,602,299,620,535,6,X
00017.mp4,16,363,A,2,1,1,725,237,602,275,647,480,5,X
00017.mp4,17,371,A,2,2,2,755,317,604,275,647,480,6,X
00017.mp4,18,394,A,2,2,1,547,327,602,334,691,481,7,X
00017.mp4,19,419,A,2,2,1,745,285,624,319,710,512,6,X
00017.mp4,20,430,A,2,1,2,780,290,616,310,710,512,5,X
00017.mp4,21,453,A,2,1,1,792,215,695,302,795,493,4,X
00017.mp4,22,462,A,2,2,2,712,402,667,298,789,485,8,X
00017.mp4,23,474,A,2,2,2,520,280,636,299,789,485,1,X
00017.mp4,24,490,A,2,2,1,520,280,280,230,789,485,5,X
00017.mp4,25,504,A,2,1,1,680,400,541,278,789,485,5,A
00018.mp4,1,34,A,2,1,2,595,357,586,371,789,485,4,X
00018.mp4,2,71,B,2,2,2,470,197,606,479,280,230,4,X
00018.mp4,3,79,A,2,1,2,950,207,600,371,523,532,3,X
00018.mp4,4,87,A,2,1,1,345,272,612,366,520,528,8,X
00018.mp4,5,95,A,2,1,2,290,432,616,363,539,545,8,X
00018.mp4,6,102,A,2,2,2,352,257,616,362,409,620,2,X
00018.mp4,7,108,A,2,1,2,307,362,614,362,333,660,7,X
00018.mp4,8,114,A,2,1,1,275,505,616,359,335,651,8,A
00019.mp4,1,14,B,2,2,1,632,685,634,504,710,318,2,X
00019.mp4,2,54,A,2,1,1,747,287,714,343,647,501,4,X
00019.mp4,3,74,A,2,2,2,582,187,636,319,626,552,1,X
00019.mp4,4,84,A,2,2,2,512,300,667,309,590,532,9,X
00019.mp4,5,97,A,2,2,2,730,267,590,299,579,588,8,X
00019.mp4,6,122,A,2,2,2,772,295,712,317,671,508,7,X
00019.mp4,7,130,A,2,2,1,772,397,280,230,671,508,6,X
00019.mp4,8,170,A,2,1,2,590,310,632,450,671,508,1,X
00019.mp4,9,178,A,2,2,2,562,380,657,469,671,508,7,X
00019.mp4,10,246,B,2,2,2,842,532,744,555,698,278,9,X
00019.mp4,11,278,A,2,2,1,842,240,773,318,812,540,5,X
00019.mp4,12,285,A,2,1,2,840,287,775,319,809,541,6,B
00020.mp4,1,21,A,2,2,2,720,332,622,329,704,495,7,X
00020.mp4,2,35,A,2,2,2,645,267,604,331,671,481,9,X
00020.mp4,3,65,A,2,2,1,805,282,280,230,679,523,8,X
00020.mp4,4,73,A,2,1,2,840,385,647,323,775,556,2,X
00020.mp4,5,79,A,2,2,2,840,502,634,319,787,573,9,X
00020.mp4,6,96,A,2,2,1,522,255,559,329,753,564,1,X
00020.mp4,7,107,A,2,2,2,602,265,563,323,647,528,2,X
00020.mp4,8,116,A,2,2,2,650,355,571,322,667,485,2,X
00020.mp4,9,140,A,2,1,2,750,297,724,345,687,487,7,X
00020.mp4,10,188,A,2,2,1,545,307,573,299,537,598,3,X
00020.mp4,11,193,A,2,2,2,615,260,573,299,533,590,6,X
00020.mp4,12,209,A,2,1,1,720,315,616,306,634,516,3,X
00020.mp4,13,214,A,2,2,2,742,377,616,305,693,499,4,X
00020.mp4,14,245,A,2,2,2,800,297,759,331,757,512,3,X
00020.mp4,15,250,A,2,2,2,800,375,714,326,773,489,4,X
00020.mp4,16,281,A,2,2,1,780,97,728,286,742,524,2,X
00020.mp4,17,294,B,2,2,2,850,470,755,544,280,230,3,X
00020.mp4,18,314,A,2,1,1,715,317,728,307,787,560,7,X
00020.mp4,19,320,A,2,1,1,770,265,724,341,730,537,7,X
00020.mp4,20,335,A,2,1,1,615,280,669,323,665,496,5,X
00020.mp4,21,342,A,2,1,2,565,335,602,461,665,496,3,X
00020.mp4,22,363,A,2,2,2,675,285,643,464,665,496,2,X
00020.mp4,23,369,A,2,1,2,680,292,677,359,649,478,4,X
00020.mp4,24,395,A,2,2,1,555,185,620,319,580,583,7,X
00020.mp4,25,405,A,2,2,1,530,322,616,314,584,560,7,X
00020.mp4,26,428,A,2,2,2,715,307,697,321,543,600,3,X
00020.mp4,27,449,A,2,1,2,740,305,702,335,667,505,9,X
00020.mp4,28,455,A,2,1,2,737,365,704,334,667,505,6,X
00020.mp4,29,487,A,2,2,1,762,310,280,230,667,505,1,X
00020.mp4,30,533,A,2,2,1,512,180,614,313,529,598,8,X
00020.mp4,31,541,A,2,2,2,492,342,616,315,539,584,9,X
00020.mp4,32,574,A,2,2,2,760,65,726,286,614,575,1,B
00021.mp4,1,32,A,2,1,1,767,270,280,230,685,503,8,X
00021.mp4,2,58,B,2,1,2,697,517,789,528,280,230,9,X
00021.mp4,3,64,B,2,1,2,740,472,838,576,280,230,2,X
00021.mp4,4,73,B,2,1,1,710,245,836,579,280,230,2,X
00021.mp4,5,90,B,2,1,1,710,297,759,492,280,230,3,B
00022.mp4,1,44,A,2,1,1,600,282,940,371,280,230,5,X
00022.mp4,2,82,A,2,1,1,742,185,280,230,744,528,1,X
00022.mp4,3,90,A,2,1,1,740,370,636,277,789,545,6,X
00022.mp4,4,103,A,2,1,2,742,370,280,230,820,610,9,B
00023.mp4,1,18,A,2,2,2,585,202,585,305,641,481,7,X
00023.mp4,2,62,A,2,2,1,500,315,598,270,616,512,9,X
00023.mp4,3,69,A,2,2,2,485,415,602,278,569,528,8,X
00023.mp4,4,97,A,2,1,2,507,322,553,341,582,483,9,X
00023.mp4,5,125,A,2,1,2,472,350,557,468,582,483,8,B
00024.mp4,1,35,A,2,2,2,595,427,571,417,647,565,5,X
00024.mp4,2,40,A,2,1,2,580,375,580,417,647,565,9,X
00024.mp4,3,53,A,2,1,2,562,370,551,438,634,566,7,X
00024.mp4,4,85,A,2,2,2,515,282,594,429,549,642,9,X
00024.mp4,5,93,A,2,2,2,502,392,586,413,549,640,8,X
00024.mp4,6,109,A,2,2,2,492,380,535,420,555,640,7,X
00024.mp4,7,133,A,2,2,1,727,442,602,410,695,545,2,X
00024.mp4,8,138,A,2,2,2,755,515,634,414,712,547,6,A
00025.mp4,1,58,A,2,1,1,590,335,581,456,712,547,4,X
00025.mp4,2,82,A,2,1,1,557,310,626,465,712,547,8,X
00025.mp4,3,110,A,2,2,2,747,337,618,321,694,551,8,X
00025.mp4,4,125,A,2,2,1,590,230,618,315,748,598,5,X
00025.mp4,5,145,A,2,2,1,785,352,582,313,712,515,6,X
00025.mp4,6,152,B,2,2,2,822,447,773,483,636,314,5,X
00025.mp4,7,193,A,2,1,2,820,340,742,343,791,480,2,X
00025.mp4,8,201,A,2,1,1,800,397,712,329,791,480,5,X
00025.mp4,9,229,A,2,2,1,692,285,632,374,746,492,8,X
00025.mp4,10,244,A,2,2,2,732,432,645,350,704,512,4,X
00025.mp4,11,293,B,2,2,1,865,492,742,545,280,230,8,X
00025.mp4,12,320,A,2,2,1,835,287,769,311,873,556,9,X
00025.mp4,13,327,A,2,1,1,832,340,775,319,871,556,9,B
00026.mp4,1,33,A,2,2,2,630,367,651,337,555,481,3,X
00026.mp4,2,61,A,2,1,2,635,297,604,370,671,524,4,X
00026.mp4,3,74,A,2,2,1,672,387,634,359,663,524,5,X
00026.mp4,4,129,B,2,2,1,490,542,694,555,518,285,7,A
00027.mp4,1,35,A,2,1,1,677,390,696,363,518,285,8,X
00027.mp4,2,69,A,2,1,1,700,337,280,230,518,285,3,X
00027.mp4,3,95,A,2,1,1,765,367,280,230,518,285,4,X
00027.mp4,4,177,A,2,1,1,662,362,681,374,759,496,9,X
00027.mp4,5,240,A,2,1,2,515,395,280,230,759,496,6,A
00028.mp4,1,9,A,2,2,1,615,390,583,337,665,521,2,X
00028.mp4,2,48,A,2,2,1,502,317,581,355,604,501,8,X
00028.mp4,3,56,A,2,2,1,485,405,585,353,616,499,9,X
00028.mp4,4,123,A,2,1,2,855,502,757,311,773,556,8,X
00028.mp4,5,147,A,2,1,2,777,332,803,307,754,557,3,X
00028.mp4,6,158,A,2,1,1,610,342,728,333,726,545,1,X
00028.mp4,7,167,B,2,1,1,507,505,616,533,732,331,4,A
00029.mp4,1,7,A,2,1,1,657,262,653,326,545,516,2,X
00029.mp4,2,17,A,2,1,1,620,262,649,326,549,500,5,X
00029.mp4,3,23,A,2,2,1,600,305,606,461,549,500,5,X
00029.mp4,4,53,A,2,2,2,585,277,634,458,549,500,7,X
00029.mp4,5,61,A,2,2,1,622,297,571,306,549,500,6,B
00030.mp4,1,14,A,2,2,2,617,395,651,335,561,532,3,X
00030.mp4,2,27,A,2,2,2,617,360,643,331,586,493,2,X
00030.mp4,3,68,A,2,1,2,480,290,553,299,584,512,3,X
00030.mp4,4,73,A,2,2,1,477,345,553,307,590,516,2,X
00030.mp4,5,104,A,2,2,1,537,295,569,323,616,504,3,X
00030.mp4,6,112,A,2,2,1,530,367,584,322,584,512,9,X
00030.mp4,7,134,A,2,2,1,500,325,569,338,581,493,5,X
00030.mp4,8,141,A,2,2,2,500,380,529,369,573,501,4,B
00031.mp4,1,18,A,2,2,2,562,305,632,325,573,501,7,X
00031.mp4,2,39,A,2,1,2,520,320,586,470,573,501,1,X
00031.mp4,3,65,A,2,2,1,775,192,628,335,673,557,7,X
00031.mp4,4,73,A,2,2,1,820,290,622,322,714,532,5,X
00031.mp4,5,84,A,2,2,2,740,245,616,313,846,611,2,X
00031.mp4,6,101,A,2,2,1,835,292,681,298,803,543,7,X
